TRNS,CHECK,06/12/2019,1011,Burke Chiropractic,70.0000,170241,N,26031 W. Warren,,"Dearborn Heights, MI 48127"
TRNS,CHECK,06/12/2019,1011,Bend Chiropractic Clinic,142.7800,170216,N,37339 Green Street,,"New Baltimore, MI 48047-____"
TRNS,CHECK,06/12/2019,1011,"Majic City Process Service, LLC",80.0000,170233,N,1825 Ponce Deleon Blvd.,Suite 283,"Coral Gables, FL 33134"
TRNS,CHECK,06/12/2019,1011,"Majic City Process Service, LLC",80.0000,170232,N,1825 Ponce Deleon Blvd.,Suite 283,"Coral Gables, FL 33134"
TRNS,CHECK,06/12/2019,1011,Walgreen Company,22.2500,170234,N,16797 Collections Center Drive,,"Chicago, IL 60693-0000"
TRNS,CHECK,06/12/2019,1011,Ricardo Cabrero MD,59.5100,170195,N,7250 Dixie Highway,Suite 100,"Clarkston, MI 48346"
TRNS,CHECK,06/12/2019,1011,Social Security Administration,203.0000,170236,N,7385 Triangle Drive,,"Sterling Heights, MI 48314-____"
TRNS,CHECK,06/12/2019,1011,Social Security Administration,69.0000,170245,N,1300 S. Telegraph Rd.,,"Monroe, MI 48161-____"
TRNS,CHECK,06/12/2019,1011,Long Beach Memorial Medical Center,8.5400,170240,N,2801 Atlantic Avenue,,"Long Beach, CA 90806-____"
TRNS,CHECK,06/12/2019,1011,Huron Valley Ambulance,38.8100,170239,N,1200 State Circle,,"Ann Arbor, MI 48108"
TRNS,CHECK,06/12/2019,1011,Huron Valley Ambulance,31.3100,170238,N,1200 State Circle,,"Ann Arbor, MI 48108"
TRNS,CHECK,06/12/2019,1011,Huron Valley Ambulance,30.0600,170244,N,1200 State Circle,,"Ann Arbor, MI 48108"
TRNS,CHECK,06/12/2019,1011,Flint Neurological Center,42.5600,170171,N,5082 Villa Linde Pkwy,,"Flint, MI 48532"
TRNS,CHECK,06/12/2019,1011,"Hurley Medical Center, Department of Radiology",25.0000,170242,N,One Hurley Plaza,,"Flint, MI 48503-0000"
TRNS,CHECK,06/12/2019,1011,"Henry Ford Hospital, Radiology IMC",100.0000,170246,N,Henry Ford Health System,2799 West Grand Blvd.,"Detroit, MI 48202-____"
TRNS,CHECK,06/12/2019,1011,"Henry Ford Hospital, Radiology IMC",100.0000,170235,N,Henry Ford Health System,2799 West Grand Blvd.,"Detroit, MI 48202-____"
TRNS,CHECK,06/12/2019,1011,"Henry Ford Hospital, Radiology IMC",300.0000,170231,N,Henry Ford Health System,2799 West Grand Blvd.,"Detroit, MI 48202-____"
TRNS,CHECK,06/12/2019,1011,Bellevue Hospital Center,50.0000,170243,N,Medical Correspondence AG90,462 First Ave.,"new York, NY 10016"
TRNS,CHECK,06/12/2019,1011,Beaumont Hospital Troy,28.1600,170237,N,Attn: Radiology Release,44201 Dequindre Rd.,"Troy, MI 48085-0000"
TRNS,CHECK,06/12/2019,1011,City of Detroit,12.0000,170217,N,"2 Woodward Avenue, Suite 500",,"Detroit, MI 48226-3437"
TRNS,CHECK,06/12/2019,1011,Greater Flint MRI Center,100.0000,11,N,G3231 Beecher Road,,"Flint, MI 48532-____"
TRNS,CHECK,06/12/2019,1011,"DataFile technologies, LLC.",50.0000,170198,N,PO Box 419130,,"Kansas City, MO 46141-9134"
TRNS,CHECK,06/12/2019,1011,MedQuest Attorney DB GA,87.8500,170211,N,P.O Box 935614,,"Atlanta, GA 31193"
TRNS,CHECK,06/12/2019,1011,Henry Ford Health System,300.0000,170210,N,Dept. Radiology,2799 West Grand Blvd.,"Detroit, MI 48202"
TRNS,CHECK,06/12/2019,1011,Berkley Medical Center,81.5800,170226,N,3345 Coolidge Hwy,,"Berkley, MI 48072-____"
TRNS,CHECK,06/12/2019,1011,Glengariff Operating LLC.,26.5000,170209,N,Attn: Medical Records,141 Dosoris Lane,"Glen Cove, NY 11542"
TRNS,CHECK,06/12/2019,1011,Mercy Hospital Fairfield,20.0000,170208,N,Radiology Department,3000 Mack Road,"Fairfield, OH 45014-0000"
TRNS,CHECK,06/12/2019,1011,Geico,155.0000,170207,N,Payment Center,P.O. Box 98,"Woodbury, NY 11797"
TRNS,CHECK,06/12/2019,1011,City of Detroit Law Department,29.3600,170206,N,"2 Woodward Ave., Suite 500",,"Detroit,  48226"
TRNS,CHECK,06/12/2019,1011,ProHealth & Fitness PT OT PLLC,38.2500,170205,N,180 W. End Ave.,Suite 1M,"New York, NY 10023"
TRNS,CHECK,06/12/2019,1011,Orlin & Cohen Medical Specialists Group,46.7500,170204,N,Medical Records Dept.,45 Crossways Park Dr.,"Woodbury, NY 11797"
TRNS,CHECK,06/12/2019,1011,Orlin & Cohen Medical Specialists Group,51.3600,170203,N,Medical Records Dept.,45 Crossways Park Dr.,"Woodbury, NY 11797"
TRNS,CHECK,06/12/2019,1011,Patel Medical Center,50.0000,170202,N,PO Box 147,,"Irvington, KY 40146"
TRNS,CHECK,06/12/2019,1011,Patel Medical Center,50.0000,170201,N,PO Box 147,,"Irvington, KY 40146"
TRNS,CHECK,06/12/2019,1011,"Harrison Physical Therapy, P.C.",25.7000,170193,N,798 Route 9,Suite B,"Fishkill, NY 12524"
TRNS,CHECK,06/12/2019,1011,"William Vonroth, Jr. MD",43.0000,170192,N,316 Claremont Avenue,,"Montclair, NJ 07042"
TRNS,CHECK,06/12/2019,1011,Hackensack Radiology Center,343.0000,170200,N,D/B/A Affinity Radiology,155 State St.,"Hackensack, NJ 07601"
TRNS,CHECK,06/12/2019,1011,Somers Orthopaedic Surgery & Sports Medicine,16.5000,170191,N,664 Stoneleigh Avenue,Suite 300,"Carmel, NY 10512-0000"
TRNS,CHECK,06/12/2019,1011,Anna Mathison,19.7500,170190,N,"Records Coordinator, Outpatient Cntr.",2 Fletcher St.,"Goshen, NY 10924"
TRNS,CHECK,06/12/2019,1011,"Michigan Spine and Brain Surgeons, PLLC",90.5600,170189,N,22250 Providence Drive,Suite 601,"Southfield, MI 48075-____"
